"sku","name","brand","description","features","price","image"
"COBCR","Columbia Standard Outside 90 Corner Bead Roller","Columbia Taping Tools","This Columbia Taping Tools Standard Outside 90 Corner Bead Roller is the newest model of the outside corner roller from Columbia Taping Tools. Very simple to use and threads onto your standard corner roller handle. Made in Canada out of high-quality aluminum and stainless steel components that will perform for years to come.","","86.52","https://drywalltoolbox.com/brands/Columbia/cobcr.webp"
"70108","Columbia Starter Drywall Finishing Set","Columbia Taping Tools","Columbia 10"" and 12"" Finishing Set is an excellent choice for you to speed up your drywall finishing. This set contains everything that you need to perform a 2 coat finish on both flats and inside corners. Columbia Tools are made in Canada and are backed by a 5-year manufacturer warranty.","","2349.00","https://drywalltoolbox.com/brands/Columbia/70108.webp"
"050110F-A","Columbia Taper Drive Shaft","Columbia Taping Tools","Columbia Taper Drive Shaft - CT70","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"GC1HEXT/CLTHA","Columbia Tomahawk Smoothing Blade Extendable Handle","Columbia Taping Tools","The Columbia Tomahawk Smoothing Blade Extension Handlewill allow you to reach new heights while using your Tomahawk Smoothing Blades.","","198.00","https://drywalltoolbox.com/brands/Columbia/gc1hext-cltha.webp"
"C1H/CLTHA","Columbia Tomahawk Smoothing Blade Fixed Handle","Columbia Taping Tools","The Columbia Tomahawk Smoothing Blade Handle will allow you to reach new heights while using your Tomahawk Smoothing Blades.","","130.00","https://drywalltoolbox.com/brands/Columbia/c1h-cltha.webp"
"CF-3B","Columbia Wheel for Corner Flusher","Columbia Taping Tools","Columbia Wheel for Corner Flusher","","","https://drywalltoolbox.com/brands/Columbia/cf-3b.webp"
"CR-11","Corner Roller Handle Connecting Link","Columbia Taping Tools","Corner Roller Handle Connecting Link - CR11","","","https://drywalltoolbox.com/brands/Columbia/cr-11.webp"
"050081F-A","Creaser Return Spring","Columbia Taping Tools","Creaser Return Spring - CT54","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"50229-A","CT128 - Taper Shaft Guide Strap","Columbia Taping Tools","CT128 - Taper Shaft Guide Strap","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"50232-A","CT129A - Taper Strap Bracket","Columbia Taping Tools","CT129A - Taper Strap Bracket","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"50226-A","CT129B - Taper Sleeve (Plastic Roller)","Columbia Taping Tools","CT129B - Taper Sleeve (Plastic Roller)","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"709043-A","CT132 - Taper Connecting Link","Columbia Taping Tools","CT132 - Taper Connecting Link","","","https://drywalltoolbox.com/brands/Columbia/709043-a.webp"
"054048F-A","CT17 - Taper Separation Plate","Columbia Taping Tools","CT17 - Taper Separation Plate","","","https://drywalltoolbox.com/brands/Columbia/054048f-a.webp"
"59078-A","CT2 - Taper Insert Bushing","Columbia Taping Tools","CT2 - Taper Insert Bushing","","","https://drywalltoolbox.com/brands/Columbia/59078-a.webp"
"050152F-A","CT23 - Taper Reinforcing Rod","Columbia Taping Tools","CT23 - Taper Reinforcing Rod","","","https://drywalltoolbox.com/brands/Columbia/050152f-a.webp"
"50141-A","CT27 - Taper Knife Guide Bracket Left","Columbia Taping Tools","CT27 - Taper Knife Guide Bracket Left","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"HP-47","Columbia Taping Tools Draw Latch Assembly","Columbia Taping Tools","Draw Latch Assembly - HP47","","","https://drywalltoolbox.com/brands/Columbia/hp-47.webp"
"CT-101","Filler Valve Return Spring","Columbia Taping Tools","Filler Valve Return Spring - CT101","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"HFFB5-10","Flat Box Axle 10in","Columbia Taping Tools","Flat Box Axle 10in - HFFB5-10","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"HFFB5-12","Flat Box Axle 12in","Columbia Taping Tools","Flat Box Axle 12in - HFFB5-12","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"HFFFB5-8","Flat Box Axle 8in - HFFB5-8","Columbia Taping Tools","Flat Box Axle 8in - HFFB5-8","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"FFBA-10-10","Flat Box Blade Bar Assembly 10in","Columbia Taping Tools","Flat Box Blade Bar Assembly 10in - FFBA10-10","","","https://drywalltoolbox.com/brands/Columbia/ffba-10-10.webp"
"FFBA10-12","Flat Box Blade Bar Assembly 12in","Columbia Taping Tools","Flat Box Blade Bar Assembly 12in - FFBA10-12","","","https://drywalltoolbox.com/brands/Columbia/ffba10-12.webp"
"FFBA-10-14","Flat Box Blade Bar Assembly 14in","Columbia Taping Tools","Flat Box Blade Bar Assembly 14in - FFBA10-14","","","https://drywalltoolbox.com/brands/Columbia/ffba-10-14.webp"
"FFBA-10-5.5","Flat Box Blade Bar Assembly 5.5 in - FFBA10-5.5","Columbia Taping Tools","Flat Box Blade Bar Assembly 5.5 in - FFBA10-5.5","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"FFBA-10-7","Flat Box Blade Bar Assembly 7in","Columbia Taping Tools","Flat Box Blade Bar Assembly 7in - FFBA10-7","","","https://drywalltoolbox.com/brands/Columbia/ffba-10-7.webp"
"FFBA-10-8","Flat Box Blade Bar Assembly 8in","Columbia Taping Tools","Flat Box Blade Bar Assembly 8in - FFBA10-8","","","https://drywalltoolbox.com/brands/Columbia/ffba-10-8.webp"
"FFB6","Flat Box Box Wheel","Columbia Taping Tools","Flat Box Box Wheel - FFB6","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"HFFB14-8","Flat Box Door Gasket 8in Fat Boy-New Style","Columbia Taping Tools","Flat Box Door Gasket 8in Fat Boy-New Style - HFFB14-8","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"202020-A","Flat Box Door Spring Nut","Columbia Taping Tools","Flat Box Door Spring Nut - FFB16","","","https://drywalltoolbox.com/brands/Columbia/202020-a.webp"
"BH-11","Flat Box Handle Strap Connecting Pin","Columbia Taping Tools","Flat Box Handle Strap Connecting Pin - BH11","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"FFB-25-10","Flat Box Rubber Gasket Retainer 10in","Columbia Taping Tools","Flat Box Rubber Gasket Retainer 10in - FFB25-10","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"FFB-25-12","Flat Box Rubber Gasket Retainer 12in","Columbia Taping Tools","Flat Box Rubber Gasket Retainer 12in - FFB25-12","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"FFB25-7","Flat Box Rubber Gasket Retainer 7in","Columbia Taping Tools","Flat Box Rubber Gasket Retainer 7in - FFB25-7","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"209046-A","Flat Box Stainless Steel Backing Washer - FFB4B","Columbia Taping Tools","Flat Box Stainless Steel Backing Washer - FFB4B","","","https://drywalltoolbox.com/brands/Columbia/209046-a.webp"
"FFB32A","Flat Box Thumb Release Clip Screw","Columbia Taping Tools","Flat Box Thumb Release Clip Screw - FFB32A","","","https://drywalltoolbox.com/brands/Columbia/ffb32a.webp"
"HH30","Handle Extension Release Clip","Columbia Taping Tools","Handle Extension Release Clip - HH30","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"HH31","Handle Release Clip Pin - Columbia Flat Box Door Gasket 10in Fat Boy-New Style","Columbia Taping Tools","Handle Release Clip Pin - Columbia Flat Box Door Gasket 10in Fat Boy-New Style - HFBB14-1","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"HH33","Handle Release Clip Spring","Columbia Taping Tools","Handle Release Clip Spring - HH33","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CMT-7","Mastic Tube Plunger - CMT7","Columbia Taping Tools","Mastic Tube Plunger - CMT7","","","https://drywalltoolbox.com/brands/Columbia/cmt-7.webp"
"MP28","Mud Pump Filler Nut","Columbia Taping Tools","Mud Pump Filler Nut - MP28","","","https://drywalltoolbox.com/brands/Columbia/mp28.webp"
"700036-A2","Mud Pump Filler Stud","Columbia Taping Tools","Mud Pump Filler Stud - MP25","","","https://drywalltoolbox.com/brands/Columbia/700036-a2.webp"
"MP5","Mud Pump Head Bushing","Columbia Taping Tools","Mud Pump Head Bushing - MP5","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"HP46","Mud Pump Latch Keeper","Columbia Taping Tools","Mud Pump Latch Keeper - HP46","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"MP-13","Mud Pump Piston Backing Washer (Large)","Columbia Taping Tools","Mud Pump Piston Backing Washer (Large) - MP13","","","https://drywalltoolbox.com/brands/Columbia/mp-13.webp"
"MP-13A","Mud Pump Piston Backing Washer (Small)","Columbia Taping Tools","Mud Pump Piston Backing Washer (Small) - MP13A","","","https://drywalltoolbox.com/brands/Columbia/mp-13a.webp"
"MP-11","Mud Pump Piston Shaft","Columbia Taping Tools","Mud Pump Piston Shaft - MP11","","","https://drywalltoolbox.com/brands/Columbia/mp-11.webp"
"MP-32","Mud Pump Pump Flapper Valve - MP3","Columbia Taping Tools","Mud Pump Pump Flapper Valve - MP3","","","https://drywalltoolbox.com/brands/Columbia/mp-32.webp"
"MP39","Mud Pump Sleeve","Columbia Taping Tools","Mud Pump Sleeve - MP39","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"NS7-2","Nail Spotter 2in Nail Spotter Blade","Columbia Taping Tools","Nail Spotter 2in Nail Spotter Blade - NS7-2","","","https://drywalltoolbox.com/brands/Columbia/ns7-2.webp"
"NS7-3","Nail Spotter 3in Nail Spotter Blade","Columbia Taping Tools","Nail Spotter 3in Nail Spotter Blade - NS7-3","","","https://drywalltoolbox.com/brands/Columbia/ns7-3.webp"
"NS4-2","Nail Spotter Door Gasket 2in","Columbia Taping Tools","Nail Spotter Door Gasket 2in - NS4-2","","","https://drywalltoolbox.com/brands/Columbia/ns4-2.webp"
"HNS10","Nail Spotter Door Spring Long- Left","Columbia Taping Tools","Nail Spotter Door Spring Long- Left - HNS10","","","https://drywalltoolbox.com/brands/Columbia/hns10.webp"
"HNS10A","Nail Spotter Door Spring Short- Right","Columbia Taping Tools","Nail Spotter Door Spring Short- Right - HNS10A","","","https://drywalltoolbox.com/brands/Columbia/hns10a.webp"
"NS-25-2","Nail Spotter Door Swivel","Columbia Taping Tools","Nail Spotter Door Swivel - NS25","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"HNS1A-3","Nail Spotter Mud Seal Strip 3in","Columbia Taping Tools","Nail Spotter Mud Seal Strip 3in - HNS1A-3","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"HNS13","Nail Spotter Roll Pin Bushing #12535","Columbia Taping Tools","Nail Spotter Roll Pin Bushing #12535 - HNS13","","","https://drywalltoolbox.com/brands/Columbia/hns13.webp"
"NS8-2","Nail Spotter Shoe 2in","Columbia Taping Tools","Nail Spotter Shoe 2in - NS8-2","","","https://drywalltoolbox.com/brands/Columbia/ns8-2.webp"
"NS8-3","Nail Spotter Shoe 3in","Columbia Taping Tools","Nail Spotter Shoe 3in - NS8-3","","","https://drywalltoolbox.com/brands/Columbia/ns8-3.webp"
"MP-14","Columbia Taping Tools Piston Cup","Columbia Taping Tools","Piston Cup - MP14","","","https://drywalltoolbox.com/brands/Columbia/mp-14.webp"
"CT-100","Removable Cover Plate Pin ring","Columbia Taping Tools","Removable Cover Plate Pin ring - CT100","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"TBMP8C","Tall Boy Lef Stabilizer","Columbia Taping Tools","Tall Boy Lef Stabilizer -TBMP8C","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT-121B","Tape Spool Shaft (Quick Release)","Columbia Taping Tools","Tape Spool Shaft (Quick Release) - CT121B","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"050036","Taper Bracket Base","Columbia Taping Tools","Taper Bracket Base - CT87A","","","https://drywalltoolbox.com/brands/Columbia/050036.webp"
"CT-084A","Taper Cable Guide Pulley","Columbia Taping Tools","Taper Cable Guide Pulley - CT84A","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"50123-A","Taper Carriage Cam","Columbia Taping Tools","Taper Carriage Cam - CT32","","","https://drywalltoolbox.com/brands/Columbia/50123-a.webp"
"50068-A","Taper Carriage Guide Rod Stop","Columbia Taping Tools","Taper Carriage Guide Rod Stop - CT56","","","https://drywalltoolbox.com/brands/Columbia/50068-a.webp"
"CT82","Taper Clutch Lever","Columbia Taping Tools","Taper Clutch Lever - CT82","","","https://drywalltoolbox.com/brands/Columbia/ct82.webp"
"CT-104","Taper Connection Strap","Columbia Taping Tools","Taper Connection Strap - CT104","","","https://drywalltoolbox.com/brands/Columbia/ct-104.webp"
"50058-A2","Taper Control Valve","Columbia Taping Tools","Taper Control Valve - CT95","","","https://drywalltoolbox.com/brands/Columbia/50058-a2.webp"
"CT-41A","Taper Cutter Block Clamp","Columbia Taping Tools","Taper Cutter Block Clamp - CT41A","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT66","Taper Drive Drum","Columbia Taping Tools","Taper Drive Drum","","","https://drywalltoolbox.com/brands/Columbia/ct66.webp"
"G10926-6","Taper Gooser Needle - Extra Long 6 pk","Columbia Taping Tools","Taper Gooser Needle - Extra Long 6 pk","","","https://drywalltoolbox.com/brands/Columbia/g10926-6.webp"
"CT-01","Taper Head Casting - CT1","Columbia Taping Tools","Taper Head Casting - CT1","","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT-80","Taper Manual Drive Grip","Columbia Taping Tools","Taper Manual Drive Grip - CT80","","","https://drywalltoolbox.com/brands/Columbia/ct-80.webp"
"50003-A2","Taper Mud Shut Off Gasket","Columbia Taping Tools","Taper Mud Shut Off Gasket - CT96","","","https://drywalltoolbox.com/brands/Columbia/50003-a2.webp"
