Type,SKU,Parent SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,In stock?,Categories,Tags,Brands,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),meta:product_family,meta:model,meta:search_keywords,meta:seo_title,meta:seo_description,meta:seo_robots,meta:seo_focus_keyword,meta:schema_brand,meta:schema_mpn,meta:schema_condition
simple,7228,,level-5-12in-bottom-plate,Level5 12in Bottom Plate,1,visible,12in Bottom Plate,<p>12in Bottom Plate</p> <p>Compatible with: 4-766</p>,85.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 12in Bottom Plate,7228,"Level 5 12in Bottom Plate - [7228], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7228",Level5 12in Bottom Plate -,12in Bottom Plate,"index,follow",Level 5 12in Bottom Plate - [7228],Level 5,7228,NewCondition
simple,7282,,level-5-12in-flat-box-axle,Level5 12in Flat Box Axle,1,visible,12in Flat Box Axle,<p>12in Flat Box Axle</p> <p>Compatible with: 4-766</p>,40.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 12in Flat Box Axle,7282,"Level 5 12in Flat Box Axle - [7282], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7282",Level5 12in Flat Box Axle -,12in Flat Box Axle,"index,follow",Level 5 12in Flat Box Axle - [7282],Level 5,7282,NewCondition
simple,7382,,level-5-12in-rubber-hing-pin-shim,Level5 12in Rubber Hing Pin Shim,1,visible,12in Rubber Hing Pin Shim,<p>12in Rubber Hing Pin Shim</p> <p>Compatible with: 4-766</p>,6.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 12in Rubber Hing Pin Shim,7382,"Level 5 12in Rubber Hing Pin Shim - [7382], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7382",Level5 12in Rubber Hing Pin Shim -,12in Rubber Hing Pin Shim,"index,follow",Level 5 12in Rubber Hing Pin Shim - [7382],Level 5,7382,NewCondition
simple,7396,,level-5-12in-hinged-pressure-plate,Level5 12in Hinged Pressure Plate,1,visible,12in Hinged Pressure Plate,<p>12in Hinged Pressure Plate</p> <p>Compatible with: 4-766</p>,85.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 12in Hinged Pressure Plate,7396,"Level 5 12in Hinged Pressure Plate - [7396], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7396",Level5 12in Hinged Pressure Plate -,12in Hinged Pressure Plate,"index,follow",Level 5 12in Hinged Pressure Plate - [7396],Level 5,7396,NewCondition
simple,7392,,level-5-12in-hinged-flat-box-gasket,Level5 12in Hinged Flat Box Gasket,1,visible,12in Hinged Flat Box Gasket,<p>12in Hinged Flat Box Gasket</p> <p>Compatible with: 4-766</p>,35.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 12in Hinged Flat Box Gasket,7392,"Level 5 12in Hinged Flat Box Gasket - [7392], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7392",Level5 12in Hinged Flat Box Gasket -,12in Hinged Flat Box Gasket,"index,follow",Level 5 12in Hinged Flat Box Gasket - [7392],Level 5,7392,NewCondition
simple,7275,,level-5-12-14in-crown-spring,Level5 12/14in Crown Spring,1,visible,12/14in Crown Spring,<p>12/14in Crown Spring</p> <p>Compatible with: 4-766</p>,10.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 12/14in Crown Spring,7275,"Level 5 12/14in Crown Spring - [7275], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7275",Level5 12/14in Crown Spring -,12/14in Crown Spring,"index,follow",Level 5 12/14in Crown Spring - [7275],Level 5,7275,NewCondition
simple,7273,,level-5-14in-flat-box-blade,Level5 14in Flat Box Blade,1,visible,14in Flat Box Blade,<p>14in Flat Box Blade</p> <p>Compatible with: 4-770</p>,7.25,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 14in Flat Box Blade,7273,"Level 5 14in Flat Box Blade - [7273], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7273",Level5 14in Flat Box Blade -,14in Flat Box Blade,"index,follow",Level 5 14in Flat Box Blade - [7273],Level 5,7273,NewCondition
simple,7274,,level-5-14in-blade-holder-assembly,Level5 14in Blade Holder Assembly,1,visible,14in Blade Holder Assembly,<p>14in Blade Holder Assembly</p> <p>Compatible with: 4-770</p>,180.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 14in Blade Holder Assembly,7274,"Level 5 14in Blade Holder Assembly - [7274], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7274",Level5 14in Blade Holder Assembly -,14in Blade Holder Assembly,"index,follow",Level 5 14in Blade Holder Assembly - [7274],Level 5,7274,NewCondition
simple,7552,,level-5-14in-blade-holder-bracket,Level5 14in Blade Holder Bracket,1,visible,14in Blade Holder Bracket,<p>14in Blade Holder Bracket</p> <p>Compatible with: 4-770</p>,5.5,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 14in Blade Holder Bracket,7552,"Level 5 14in Blade Holder Bracket - [7552], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7552",Level5 14in Blade Holder Bracket -,14in Blade Holder Bracket,"index,follow",Level 5 14in Blade Holder Bracket - [7552],Level 5,7552,NewCondition
simple,7244,,level-5-14in-front-plate,Level5 14in Front Plate,1,visible,14in Front Plate,<p>14in Front Plate</p> <p>Compatible with: 4-770</p>,95.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 14in Front Plate,7244,"Level 5 14in Front Plate - [7244], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7244",Level5 14in Front Plate -,14in Front Plate,"index,follow",Level 5 14in Front Plate - [7244],Level 5,7244,NewCondition
simple,7229,,level-5-14in-bottom-plate,Level5 14in Bottom Plate,1,visible,14in Bottom Plate,<p>14in Bottom Plate</p> <p>Compatible with: 4-770</p>,95.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 14in Bottom Plate,7229,"Level 5 14in Bottom Plate - [7229], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7229",Level5 14in Bottom Plate -,14in Bottom Plate,"index,follow",Level 5 14in Bottom Plate - [7229],Level 5,7229,NewCondition
simple,7278,,level-5-14in-axle,Level5 14in Axle,1,visible,14in Axle,<p>14in Axle</p> <p>Compatible with: 4-770</p>,45.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 14in Axle,7278,"Level 5 14in Axle - [7278], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7278",Level5 14in Axle -,14in Axle,"index,follow",Level 5 14in Axle - [7278],Level 5,7278,NewCondition
simple,7383,,level-5-14in-rubber-hinge-pin-sham,Level5 14in Rubber Hinge Pin Sham,1,visible,14in Rubber Hinge Pin Sham,<p>14in Rubber Hinge Pin Sham</p> <p>Compatible with: 4-770</p>,6.5,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 14in Rubber Hinge Pin Sham,7383,"Level 5 14in Rubber Hinge Pin Sham - [7383], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7383",Level5 14in Rubber Hinge Pin Sham -,14in Rubber Hinge Pin Sham,"index,follow",Level 5 14in Rubber Hinge Pin Sham - [7383],Level 5,7383,NewCondition
simple,7397,,level-5-14in-hinged-pressure-plate,Level5 14in Hinged Pressure Plate,1,visible,14in Hinged Pressure Plate,<p>14in Hinged Pressure Plate</p> <p>Compatible with: 4-770</p>,90.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 14in Hinged Pressure Plate,7397,"Level 5 14in Hinged Pressure Plate - [7397], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7397",Level5 14in Hinged Pressure Plate -,14in Hinged Pressure Plate,"index,follow",Level 5 14in Hinged Pressure Plate - [7397],Level 5,7397,NewCondition
simple,7393,,level-5-14in-hinged-flat-box-gasket,Level5 14in Hinged Flat Box Gasket,1,visible,14in Hinged Flat Box Gasket,<p>14in Hinged Flat Box Gasket</p> <p>Compatible with: 4-770</p>,40.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 14in Hinged Flat Box Gasket,7393,"Level 5 14in Hinged Flat Box Gasket - [7393], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7393",Level5 14in Hinged Flat Box Gasket -,14in Hinged Flat Box Gasket,"index,follow",Level 5 14in Hinged Flat Box Gasket - [7393],Level 5,7393,NewCondition
simple,7580,,level-5-7in-mega-flat-box-front-plate,Level5 7in Mega Flat Box Front Plate,1,visible,7in Mega Flat Box Front Plate,<p>7in Mega Flat Box Front Plate</p> <p>Compatible with: 4-767</p>,75.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 7in Mega Flat Box Front Plate,7580,"Level 5 7in Mega Flat Box Front Plate - [7580], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7580",Level5 7in Mega Flat Box Front Plate -,7in Mega Flat Box Front Plate,"index,follow",Level 5 7in Mega Flat Box Front Plate - [7580],Level 5,7580,NewCondition
simple,7523,,level-5-mega-box-left-side-plate,Level5 Mega Box Left Side Plate,1,visible,Mega Box Left Side Plate,<p>Mega Box Left Side Plate</p> <p>Compatible with: 4-767</p>,70.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Mega Box Left Side Plate,7523,"Level 5 Mega Box Left Side Plate - [7523], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7523",Level5 Mega Box Left Side Plate -,Mega Box Left Side Plate,"index,follow",Level 5 Mega Box Left Side Plate - [7523],Level 5,7523,NewCondition
simple,7524,,level-5-mega-box-right-side-plate,Level5 Mega Box Right Side Plate,1,visible,Mega Box Right Side Plate,<p>Mega Box Right Side Plate</p> <p>Compatible with: 4-767</p>,75.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Mega Box Right Side Plate,7524,"Level 5 Mega Box Right Side Plate - [7524], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7524",Level5 Mega Box Right Side Plate -,Mega Box Right Side Plate,"index,follow",Level 5 Mega Box Right Side Plate - [7524],Level 5,7524,NewCondition
simple,7630,,level-5-hinged-flat-box-plastic-washer,Level5 Hinged Flat Box Plastic Washer,1,visible,Hinged Flat Box Plastic Washer,<p>Hinged Flat Box Plastic Washer</p> <p>Compatible with: 4-767</p>,1.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Hinged Flat Box Plastic Washer,7630,"Level 5 Hinged Flat Box Plastic Washer - [7630], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7630",Level5 Hinged Flat Box Plastic Washer -,Hinged Flat Box Plastic Washer,"index,follow",Level 5 Hinged Flat Box Plastic Washer - [7630],Level 5,7630,NewCondition
simple,7581,,level-5-10in-mega-flat-box-front-plate,Level5 10in Mega Flat Box Front Plate,1,visible,10in Mega Flat Box Front Plate,<p>10in Mega Flat Box Front Plate</p> <p>Compatible with: 4-768</p>,85.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 10in Mega Flat Box Front Plate,7581,"Level 5 10in Mega Flat Box Front Plate - [7581], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7581",Level5 10in Mega Flat Box Front Plate -,10in Mega Flat Box Front Plate,"index,follow",Level 5 10in Mega Flat Box Front Plate - [7581],Level 5,7581,NewCondition
simple,7582,,level-5-12in-mega-flat-box-front-plate,Level5 12in Mega Flat Box Front Plate,1,visible,12in Mega Flat Box Front Plate,<p>12in Mega Flat Box Front Plate</p> <p>Compatible with: 4-769</p>,95.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 12in Mega Flat Box Front Plate,7582,"Level 5 12in Mega Flat Box Front Plate - [7582], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7582",Level5 12in Mega Flat Box Front Plate -,12in Mega Flat Box Front Plate,"index,follow",Level 5 12in Mega Flat Box Front Plate - [7582],Level 5,7582,NewCondition
simple,9554,,level-5-7in-front-plate,Level5 7in Front Plate,1,visible,7in Front Plate,<p>7in Front Plate</p> <p>Compatible with: 4-764</p>,43.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 7in Front Plate,9554,"Level 5 7in Front Plate - [9554], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9554",Level5 7in Front Plate -,7in Front Plate,"index,follow",Level 5 7in Front Plate - [9554],Level 5,9554,NewCondition
simple,9550,,level-5-left-side-plate,Level5 Left Side Plate,1,visible,Left Side Plate,<p>Left Side Plate</p> <p>Compatible with: 4-764</p>,50.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Left Side Plate,9550,"Level 5 Left Side Plate - [9550], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9550",Level5 Left Side Plate -,Left Side Plate,"index,follow",Level 5 Left Side Plate - [9550],Level 5,9550,NewCondition
simple,9701,,level-5-fb-screw-side-plate,Level5 FB Screw (Side Plate,1,visible,FB Screw (Side Plate,<p>FB Screw (Side Plate</p> <p>Compatible with: 4-764</p>,1.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 FB Screw (Side Plate,9701,"Level 5 FB Screw (Side Plate - [9701], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9701",Level5 FB Screw (Side Plate -,FB Screw (Side Plate,"index,follow",Level 5 FB Screw (Side Plate - [9701],Level 5,9701,NewCondition
simple,9255,,level-5-7in-bottom-plate,Level5 7in Bottom Plate,1,visible,7in Bottom Plate,<p>7in Bottom Plate</p> <p>Compatible with: 4-764</p>,55.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 7in Bottom Plate,9255,"Level 5 7in Bottom Plate - [9255], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9255",Level5 7in Bottom Plate -,7in Bottom Plate,"index,follow",Level 5 7in Bottom Plate - [9255],Level 5,9255,NewCondition
simple,9240,,level-5-fb-pressure-spring-holder,Level5 FB Pressure Spring Holder,1,visible,FB Pressure Spring Holder,<p>FB Pressure Spring Holder</p> <p>Compatible with: 4-764</p>,2.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 FB Pressure Spring Holder,9240,"Level 5 FB Pressure Spring Holder - [9240], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9240",Level5 FB Pressure Spring Holder -,FB Pressure Spring Holder,"index,follow",Level 5 FB Pressure Spring Holder - [9240],Level 5,9240,NewCondition
simple,9245,,level-5-fb-screw,Level5 FB Screw,1,visible,FB Screw,<p>FB Screw</p> <p>Compatible with: 4-764</p>,1.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 FB Screw,9245,"Level 5 FB Screw - [9245], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9245",Level5 FB Screw -,FB Screw,"index,follow",Level 5 FB Screw - [9245],Level 5,9245,NewCondition
simple,9281,,level-5-7in-axle,Level5 7in Axle,1,visible,7in Axle,<p>7in Axle</p> <p>Compatible with: 4-764</p>,35.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 7in Axle,9281,"Level 5 7in Axle - [9281], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9281",Level5 7in Axle -,7in Axle,"index,follow",Level 5 7in Axle - [9281],Level 5,9281,NewCondition
simple,9551,,level-5-right-side-plate,Level5 Right Side Plate,1,visible,Right Side Plate,<p>Right Side Plate</p> <p>Compatible with: 4-764</p>,46.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Right Side Plate,9551,"Level 5 Right Side Plate - [9551], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9551",Level5 Right Side Plate -,Right Side Plate,"index,follow",Level 5 Right Side Plate - [9551],Level 5,9551,NewCondition
simple,9215,,level-5-fb-7in-metal-hinge,Level5 FB 7in Metal Hinge,1,visible,FB 7in Metal Hinge,<p>FB 7in Metal Hinge</p> <p>Compatible with: 4-764</p>,10.34,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 FB 7in Metal Hinge,9215,"Level 5 FB 7in Metal Hinge - [9215], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9215",Level5 FB 7in Metal Hinge -,FB 7in Metal Hinge,"index,follow",Level 5 FB 7in Metal Hinge - [9215],Level 5,9215,NewCondition
simple,9799,,level-5-fb-screw,Level5 FB Screw,1,visible,FB Screw,<p>FB Screw</p> <p>Compatible with: 4-764</p>,1.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 FB Screw,9799,"Level 5 FB Screw - [9799], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9799",Level5 FB Screw -,FB Screw,"index,follow",Level 5 FB Screw - [9799],Level 5,9799,NewCondition
simple,8271,,level-5-flat-box-seal-7in,"Level5 Flat Box Seal, 7in",1,visible,"Flat Box Seal, 7in","<p>Flat Box Seal, 7in</p> <p>Compatible with: 4-764</p>",38.24,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,"Level 5 Flat Box Seal, 7in",8271,"Level 5 Flat Box Seal, 7in - [8271], Level 5, Drywall Finishing Tools > Level 5 > Parts, 8271","Level5 Flat Box Seal, 7in -","Flat Box Seal, 7in","index,follow","Level 5 Flat Box Seal, 7in - [8271]",Level 5,8271,NewCondition
simple,9552,,level-5-10in-front-plate,Level5 10in Front Plate,1,visible,10in Front Plate,<p>10in Front Plate</p> <p>Compatible with: 4-765</p>,53.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 10in Front Plate,9552,"Level 5 10in Front Plate - [9552], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9552",Level5 10in Front Plate -,10in Front Plate,"index,follow",Level 5 10in Front Plate - [9552],Level 5,9552,NewCondition
simple,9253,,level-5-10in-bottom-plate,Level5 10in Bottom Plate,1,visible,10in Bottom Plate,<p>10in Bottom Plate</p> <p>Compatible with: 4-765</p>,60.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 10in Bottom Plate,9253,"Level 5 10in Bottom Plate - [9253], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9253",Level5 10in Bottom Plate -,10in Bottom Plate,"index,follow",Level 5 10in Bottom Plate - [9253],Level 5,9253,NewCondition
simple,9280,,level-5-10in-axle,Level5 10in Axle,1,visible,10in Axle,<p>10in Axle</p> <p>Compatible with: 4-765</p>,54.44,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 10in Axle,9280,"Level 5 10in Axle - [9280], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9280",Level5 10in Axle -,10in Axle,"index,follow",Level 5 10in Axle - [9280],Level 5,9280,NewCondition
simple,9258,,level-5-fb-10in-mental-hinge,Level5 FB 10in Mental Hinge,1,visible,FB 10in Mental Hinge,<p>FB 10in Mental Hinge</p> <p>Compatible with: 4-765</p>,,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 FB 10in Mental Hinge,9258,"Level 5 FB 10in Mental Hinge - [9258], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9258",Level5 FB 10in Mental Hinge -,FB 10in Mental Hinge,"index,follow",Level 5 FB 10in Mental Hinge - [9258],Level 5,9258,NewCondition
simple,9267,,level-5-10in-pressure-plate,Level5 10in Pressure Plate,1,visible,10in Pressure Plate,<p>10in Pressure Plate</p> <p>Compatible with: 4-765</p>,65.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 10in Pressure Plate,9267,"Level 5 10in Pressure Plate - [9267], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9267",Level5 10in Pressure Plate -,10in Pressure Plate,"index,follow",Level 5 10in Pressure Plate - [9267],Level 5,9267,NewCondition
simple,8270,,level-5-flat-box-seal-10in,"Level5 Flat Box Seal, 10in",1,visible,"Flat Box Seal, 10in","<p>Flat Box Seal, 10in</p> <p>Compatible with: 4-765</p>",47.69,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,"Level 5 Flat Box Seal, 10in",8270,"Level 5 Flat Box Seal, 10in - [8270], Level 5, Drywall Finishing Tools > Level 5 > Parts, 8270","Level5 Flat Box Seal, 10in -","Flat Box Seal, 10in","index,follow","Level 5 Flat Box Seal, 10in - [8270]",Level 5,8270,NewCondition
simple,9556,,level-5-12in-front-plate,Level5 12in Front Plate,1,visible,12in Front Plate,<p>12in Front Plate</p> <p>Compatible with: 4-766</p>,49.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 12in Front Plate,9556,"Level 5 12in Front Plate - [9556], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9556",Level5 12in Front Plate -,12in Front Plate,"index,follow",Level 5 12in Front Plate - [9556],Level 5,9556,NewCondition
