Type,SKU,Parent SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,Tax status,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Categories,Tags,Brands,Images,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 used for variations,meta:search_keywords,meta:seo_title,meta:seo_description,meta:seo_canonical,meta:seo_robots,meta:seo_focus_keyword,meta:seo_secondary_keywords,meta:schema_brand,meta:schema_mpn,meta:schema_condition
variable,COL-TOOL-CASE,,columbia-tool-case,Columbia Tool Case,1,visible,Official Columbia storage and transport cases for finishing tools.,<p>Columbia Tool Case is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Tool Cases,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Tool Cases",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-road-case-RC-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-road-case-RC-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-road-case-RC-03.webp",,0,Case Type,Gun Case | Road Case,1.0,1.0,1.0,,,,,,"Columbia Tool Case, COL-TOOL-CASE, Columbia tools, Tool Cases, drywall finishing tools",Columbia Tool Case | Columbia Drywall Tools,"Shop Columbia Tool Case, an official Columbia tool cases product for professional drywall finishing.",,"index,follow",Columbia Tool Case,"Columbia Tool Cases, drywall finishing tools, COL-TOOL-CASE",Columbia,COL-TOOL-CASE,NewCondition
variation,TCS,COL-TOOL-CASE,columbia-tool-case-gun-case-tcs,Columbia Tool Case - Gun Case,1,visible,Official Columbia storage and transport cases for finishing tools.,<p>Columbia Tool Case - Gun Case is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Case Type: Gun Case</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 23.</em></p>,178.0,taxable,1,,0,0,10.0,,,,Drywall Finishing Tools > Columbia > Tool Cases,"Columbia, Official Columbia Catalog, Tools Only, Variation, Tool Cases",Columbia,,COL-TOOL-CASE,1,Case Type,Gun Case,,1.0,1.0,,,,,,"Columbia Tool Case - Gun Case, TCS, Columbia tools, Tool Cases, drywall finishing tools",Columbia Tool Case - Gun Case | Columbia Drywall Tools,"Shop Columbia Tool Case - Gun Case, an official Columbia tool cases product for professional drywall finishing.",,"index,follow",Columbia Tool Case - Gun Case,"Columbia Tool Cases, drywall finishing tools, TCS",Columbia,TCS,NewCondition
variation,RC,COL-TOOL-CASE,columbia-tool-case-road-case-rc,Columbia Tool Case - Road Case,1,visible,Official Columbia storage and transport cases for finishing tools.,<p>Columbia Tool Case - Road Case is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Case Type: Road Case</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 23.</em></p>,992.0,taxable,1,,0,0,29.0,,,,Drywall Finishing Tools > Columbia > Tool Cases,"Columbia, Official Columbia Catalog, Tools Only, Variation, Tool Cases",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-road-case-RC-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-road-case-RC-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-road-case-RC-03.webp",COL-TOOL-CASE,2,Case Type,Road Case,,1.0,1.0,,,,,,"Columbia Tool Case - Road Case, RC, Columbia tools, Tool Cases, drywall finishing tools",Columbia Tool Case - Road Case | Columbia Drywall Tools,"Shop Columbia Tool Case - Road Case, an official Columbia tool cases product for professional drywall finishing.",,"index,follow",Columbia Tool Case - Road Case,"Columbia Tool Cases, drywall finishing tools, RC",Columbia,RC,NewCondition
simple,CC,,columbia-corner-cobra,Columbia Corner Cobra,1,visible,Official Columbia corner rollers for embedding tape and corner bead applications.,<p>Columbia Corner Cobra is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 8.</em></p>,401.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Corner Tools,"Columbia, Official Columbia Catalog, Tools Only, Corner Rollers",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-corner-cobra-CC-01.webp,,0,,,,,,,,,,,"Columbia Corner Cobra, CC, Columbia tools, Corner Rollers, drywall finishing tools",Columbia Corner Cobra | Columbia Drywall Tools,"Shop Columbia Corner Cobra, an official Columbia corner rollers product for professional drywall finishing.",,"index,follow",Columbia Corner Cobra,"Columbia Corner Rollers, drywall finishing tools, CC",Columbia,CC,NewCondition
simple,CR,,columbia-corner-roller,Columbia Corner Roller,1,visible,Official Columbia corner rollers for embedding tape and corner bead applications.,<p>Columbia Corner Roller is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 8.</em></p>,141.0,taxable,1,,0,0,3.0,,,,Drywall Finishing Tools > Columbia > Corner Tools,"Columbia, Official Columbia Catalog, Tools Only, Corner Rollers",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-corner-roller-CR-01.webp,,0,,,,,,,,,,,"Columbia Corner Roller, CR, Columbia tools, Corner Rollers, drywall finishing tools",Columbia Corner Roller | Columbia Drywall Tools,"Shop Columbia Corner Roller, an official Columbia corner rollers product for professional drywall finishing.",,"index,follow",Columbia Corner Roller,"Columbia Corner Rollers, drywall finishing tools, CR",Columbia,CR,NewCondition
simple,AHA,,columbia-angle-head-adapter,Columbia Angle Head Adapter,1,visible,Official Columbia angle heads for finishing internal 90-degree angle joints.,<p>Columbia Angle Head Adapter is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 10.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Angle Heads",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-anglehead-adaptor-AHA-01.webp,,0,,,,,,,,,,,"Columbia Angle Head Adapter, AHA, Columbia tools, Angle Heads, drywall finishing tools",Columbia Angle Head Adapter | Columbia Drywall Tools,"Shop Columbia Angle Head Adapter, an official Columbia angle heads product for professional drywall finishing.",,"index,follow",Columbia Angle Head Adapter,"Columbia Angle Heads, drywall finishing tools, AHA",Columbia,AHA,NewCondition
simple,CLTHA,,columbia-tomalock-adapter,Columbia Tomalock Adapter,1,visible,Official Columbia Tomahawk smoothing blades in production sizes.,<p>Columbia Tomalock Adapter is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 16.</em></p>,94.0,taxable,1,,0,0,0.82,,,,Drywall Finishing Tools > Columbia > Knives & Blades,"Columbia, Official Columbia Catalog, Tools Only, Smoothing Blades",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-tomalock-adaptor-CLTHA-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-tomalock-adaptor-CLTHA-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-tomalock-adaptor-CLTHA-03.webp",,0,,,,,,,,,,,"Columbia Tomalock Adapter, CLTHA, Columbia tools, Smoothing Blades, drywall finishing tools",Columbia Tomalock Adapter | Columbia Drywall Tools,"Shop Columbia Tomalock Adapter, an official Columbia smoothing blades product for professional drywall finishing.",,"index,follow",Columbia Tomalock Adapter,"Columbia Smoothing Blades, drywall finishing tools, CLTHA",Columbia,CLTHA,NewCondition
simple,CMH,,columbia-closet-monster-handle,Columbia Closet Monster Handle,1,visible,Official Columbia flat box handles for finishing boxes.,<p>Columbia Closet Monster Handle is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia box-family finishing tool</li><li>Designed for professional compound application</li><li>Grouped into size-correct WooCommerce variations where applicable</li></ul><p><em>Catalog source page: 18.</em></p>,115.0,taxable,1,,0,0,2.0,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Flat Box Handles",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-closet-monster-flat-box-handle-CMH-01.webp,,0,,,,,,,,,,,"Columbia Closet Monster Handle, CMH, Columbia tools, Flat Box Handles, drywall finishing tools",Columbia Closet Monster Handle | Columbia Drywall Tools,"Shop Columbia Closet Monster Handle, an official Columbia flat box handles product for professional drywall finishing.",,"index,follow",Columbia Closet Monster Handle,"Columbia Flat Box Handles, drywall finishing tools, CMH",Columbia,CMH,NewCondition
simple,SAT,,columbia-semi-automatic-taper,Columbia Semi Automatic Taper,1,visible,Official Columbia semi-automatic taping tools including compound tubes and cam lock tubes.,<p>Columbia Semi Automatic Taper is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 19.</em></p>,192.0,taxable,1,,0,0,5.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Semi Automatic Tools",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-semi-automatic-taper-SAT-01.webp,,0,,,,,,,,,,,"Columbia Semi Automatic Taper, SAT, Columbia tools, Semi Automatic Tools, drywall finishing tools",Columbia Semi Automatic Taper | Columbia Drywall Tools,"Shop Columbia Semi Automatic Taper, an official Columbia semi automatic tools product for professional drywall finishing.",,"index,follow",Columbia Semi Automatic Taper,"Columbia Semi Automatic Tools, drywall finishing tools, SAT",Columbia,SAT,NewCondition
simple,PDDM,,columbia-phantom-ddm-sander,Columbia Phantom DDM Sander,1,visible,Official Columbia sanding tools and accessories.,<p>Columbia Phantom DDM Sander is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 22.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Sanders,"Columbia, Official Columbia Catalog, Tools Only, Sanders",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-phantom-dustless-drywall-sander-PDDM-01.webp,,0,,,,,,,,,,,"Columbia Phantom DDM Sander, PDDM, Columbia tools, Sanders, drywall finishing tools",Columbia Phantom DDM Sander | Columbia Drywall Tools,"Shop Columbia Phantom DDM Sander, an official Columbia sanders product for professional drywall finishing.",,"index,follow",Columbia Phantom DDM Sander,"Columbia Sanders, drywall finishing tools, PDDM",Columbia,PDDM,NewCondition
simple,CS,,columbia-columbia-sander-head,Columbia Sander Head,1,visible,Official Columbia sanding tools and accessories.,<p>Columbia Sander Head is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 22.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Sanders,"Columbia, Official Columbia Catalog, Tools Only, Sanders",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-sander-head-CS-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-sander-head-CS-02.webp",,0,,,,,,,,,,,"Columbia Sander Head, CS, Columbia tools, Sanders, drywall finishing tools",Columbia Sander Head | Columbia Drywall Tools,"Shop Columbia Sander Head, an official Columbia sanders product for professional drywall finishing.",,"index,follow",Columbia Sander Head,"Columbia Sanders, drywall finishing tools, CS",Columbia,CS,NewCondition
simple,CSH,,columbia-columbia-sander-pole,Columbia Sander Pole,1,visible,Official Columbia sanding tools and accessories.,<p>Columbia Sander Pole is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 22.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Sanders,"Columbia, Official Columbia Catalog, Tools Only, Sanders",Columbia,,,0,,,,,,,,,,,"Columbia Sander Pole, CSH, Columbia tools, Sanders, drywall finishing tools",Columbia Sander Pole | Columbia Drywall Tools,"Shop Columbia Sander Pole, an official Columbia sanders product for professional drywall finishing.",,"index,follow",Columbia Sander Pole,"Columbia Sanders, drywall finishing tools, CSH",Columbia,CSH,NewCondition
simple,TL-3-8,,columbia-twist-lock-handle-with-pha,Columbia Twist Lock Handle with PHA,1,visible,Official Columbia sanding tools and accessories.,<p>Columbia Twist Lock Handle with PHA is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 22.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Sanders,"Columbia, Official Columbia Catalog, Tools Only, Sanders",Columbia,,,0,,,,,,,,,,,"Columbia Twist Lock Handle with PHA, TL-3-8, Columbia tools, Sanders, drywall finishing tools",Columbia Twist Lock Handle with PHA | Columbia Drywall Tools,"Shop Columbia Twist Lock Handle with PHA, an official Columbia sanders product for professional drywall finishing.",,"index,follow",Columbia Twist Lock Handle with PHA,"Columbia Sanders, drywall finishing tools, TL-3-8",Columbia,TL-3-8,NewCondition
